created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Feb 13 00:19:09 +0000 2024;1757197681594892677;"Politik Gentong Babi: Dari SBY ke Jokowi  https://t.co/f9SRNPfi8S  #dirtyvote #filmdokumenter #pemilu2024 #jokowi #nalarpolitik #pinterpolitik #politikindonesia #beritapolitik #beritapolitikterkini #beritapolitikterbaru";0;0;0;0;in;798770586784702464;1757197681594892677;pinterpolitik;https://twitter.com/pinterpolitik/status/1757197681594892677
Tue Feb 13 00:19:01 +0000 2024;1757197647667142953;"Ingat!!! 14 Februari 2024 Gunakan Hak Suaramu, Jangan Golput!  - Seduluran Saklawase - #PolriNetral #PolriPresisi #OpsMantapBrata #Pemilu2024";0;0;0;0;in;740058303816863745;1757197643879723328;PolisiSukoharjo;https://twitter.com/PolisiSukoharjo/status/1757197647667142953
Tue Feb 13 00:18:02 +0000 2024;1757197401108963635;"Beredar buletin digital dengan Nama KBA News Paper yang memuat narasi soal Kapolri Jenderal Listyo Sigit Prabowo dan Pilpres 2024 #hoaks #Kapolri #Polri #news #Pilpres #Pemilu2024   Selengkapnya: https://t.co/9gkBU4NSKW";0;0;0;0;in;1632951214311604227;1757197401108963635;KabarDKIdotcom;https://twitter.com/KabarDKIdotcom/status/1757197401108963635
Tue Feb 13 00:14:23 +0000 2024;1757196481919070222;"Dulu, MEGAWATI bersama JOKOWI melawan PRABOWO. ( 2014 &amp  2019 )  Sekarang, JOKOWI bersama PRABOWO melawan MEGAWATI. ( 2024 )  #Pemilu2024 https://t.co/nSIbsThpOg";0;0;0;0;in;1195024062583472129;1757196481919070222;kkdbab;https://twitter.com/kkdbab/status/1757196481919070222
Tue Feb 13 00:14:06 +0000 2024;1757196414202114542;"Warga Diingatkan Agar Tak Bawa Handphone Saat Mencoblos  https://t.co/FzLqo3lNSG #bekasi #mencoblos #pemungutan #Pemilu2024";0;0;0;0;in;1456840097446326272;1757196414202114542;KakakLap;https://twitter.com/KakakLap/status/1757196414202114542
Tue Feb 13 00:12:18 +0000 2024;1757195959388569808;"Masa depan Indonesia juga ditentukan esok hari, Siapapun pilihan kita, 5 Orang Calon yang berkompetisi adalah orang-orang terpilih, 5 orang itu adalah yg terbaik saat ini.  Gunakan akal, hati nurani kita untuk memilih 1 diantara 5 calon yg ada....  #Pemilu2024  #Pemilu2024";0;0;0;2;in;923505462112280581;1757195959388569808;Joker_Ulosowo;https://twitter.com/Joker_Ulosowo/status/1757195959388569808
Tue Feb 13 00:11:11 +0000 2024;1757195677078348124;"Operasi Polisi dan Lembaga Negara Memenangkan Prabowo-Gibran | Bocor Alus Politik  https://t.co/urfpviKxae  #pemilu2024 #pilpres2024 #Pileg2024 #dirtyvote #kecuranganpemilu";0;0;0;0;in;2771443609;1757195677078348124;narasi_politik;https://twitter.com/narasi_politik/status/1757195677078348124
Tue Feb 13 00:10:45 +0000 2024;1757195568693363020;"Udah Koar Koar bela Paslon Tapi Gak NYOBLOS RUGI Dong  #yukketps14022024 #nyoblos #Pemilu2024  #PemiluDamai2024";0;0;0;0;in;85027039;1757195568693363020;ErwindDamanik;https://twitter.com/ErwindDamanik/status/1757195568693363020
Tue Feb 13 00:10:32 +0000 2024;1757195514742034919;"#sobatJDIH, 24 Jam Menuju Pemungutan Suara Pemilu 2024. Semakin dekat dengan Pesta Demokrasi, Rabu 14 Februari 2024. Ayo ke TPS, gunakan Hak Pilih kita..! Jangan lupa membawa E-KTP dan Form Model C Pemberitahuan KPU.  #KPUMelayani #PemiluSerentak2024 #sobatJDIH #pemilu2024 https://t.co/XABb242ynH";0;0;0;0;in;1493841970346999808;1757195514742034919;JDIHKPU_JAMBI;https://twitter.com/JDIHKPU_JAMBI/status/1757195514742034919
Tue Feb 13 00:10:32 +0000 2024;1757195513823469683;"Udara Pagi sebelum hiruk pikuk politik... #Pemilu2024 https://t.co/meLELNromT";0;0;0;0;in;126263148;1757195513823469683;Ugi_Darma;https://twitter.com/Ugi_Darma/status/1757195513823469683
