created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Jan 31 04:34:24 +0000 2024;1752550877490188550;"Simak juga konten arsip cawapres nomor urut 2 Gibran Rakabuming Raka (@gibran_tweet) di @KompasData.  #Pemilu2024 #MudaMemilih #ArsipKompas #FotoCerita #AdadiKompas";0;0;0;0;in;771030588;1751844795683930280;KompasData;https://twitter.com/KompasData/status/1752550877490188550
Wed Jan 31 04:33:53 +0000 2024;1752550748578320847;"Hai SohIB!  Pemerintah melalui @KemenkeuRI menyetujui pengajuan anggaran yg disampaikan @KPU_ID, untuk kenaikan honor ad hoc penyelenggara pemilu 2024.  (sebuah Utas) ⬇️⬇️⬇️  #IndonesiaBaik #PetugasPemilu #PengawasPemilu #KPPS #Honor #Pemilu2024 #PemiluDamai2024 #PemiluDamaiPedia https://t.co/Ifuun7jWFM";0;2;0;0;in;831050085534363648;1752550748578320847;IndonesiaBaikId;https://twitter.com/IndonesiaBaikId/status/1752550748578320847
Wed Jan 31 04:33:47 +0000 2024;1752550723341136329;"Bisa jadi Indonesia akan bernasib sama dengan Filipina jika yang terpilih nantinya adalah pihak yang meniru persis strategi kampanye Bongbong Marcos yang tak lain tak bukan adalah si gemoy. Jangan sampe ini terjadi!  #AsalBukan02 #PrabowoGibran #Pemilu2024 #Pilpres2024 https://t.co/Koa4bK78Yy";0;0;0;0;in;1722581577933500416;1752550723341136329;walkingside_;https://twitter.com/walkingside_/status/1752550723341136329
Wed Jan 31 04:33:36 +0000 2024;1752550674028712090;"Jangan sampe kejadian di Indonesia ya! Cukup kejadian di Filipina saja.   #AsalBukan02 #PrabowoGibran #Pemilu2024 #Pilpres2024 https://t.co/2fWAdWYObH";0;0;0;0;in;1722581577933500416;1752550674028712090;walkingside_;https://twitter.com/walkingside_/status/1752550674028712090
Wed Jan 31 04:32:46 +0000 2024;1752550467190829528;"Jelang Pemilu 2024, PLN Jabar Siaga Jaga Pasokan Listrik  https://t.co/vZjPf7QxIP  Editor : jabar ekspres / Annisa Rachmawati #jabarekspres #Jelangpemilu #Pemilu2024 #PLN #JawaBarat #Siaga #PilpresDamai2024";0;0;0;0;in;1718860181994659840;1752550467190829528;Jabareksprescom;https://twitter.com/Jabareksprescom/status/1752550467190829528
Wed Jan 31 04:32:23 +0000 2024;1752550370512081011;"Pak @prabowo bersama dengan Presiden @jokowi  meresmikan Graha AKMIL  #prabowo #gibranrakabumingraka #prabowogibran #prabowopresiden #allinprabowo #mendingprabowo #indonesia #indonesiamaju #jokowi #ganjarpranowo #aniesbaswedan #pemilu2024 #pilpres2024 #politik #politikindonesia https://t.co/zrEYNr4Wxu";0;0;0;1;in;1579126996537290752;1752550370512081011;mypresidentid;https://twitter.com/mypresidentid/status/1752550370512081011
Wed Jan 31 04:30:53 +0000 2024;1752549991791624332;"Cara Nyoblos Surat Suara yang Sah di TPS saat Pemilu 2024  https://t.co/dGwKtwxS0f  Editor : jabar ekspres / Hannie Mauliyandinie  #jabarekspres #TPS #Politik #Pemilu2024 #PemiluSerentak2024 #Pilpres2024 #Suratsuara";0;0;0;0;in;1718860181994659840;1752549991791624332;Jabareksprescom;https://twitter.com/Jabareksprescom/status/1752549991791624332
Wed Jan 31 04:28:08 +0000 2024;1752549301753155588;"Pemilu damai harus kita wujudkan  #Pemilu2024 #PemiluDamaiPedia https://t.co/8Ma4eCdAGf";0;0;0;0;in;1292085658693988353;1752548674364903791;TSalaksa;https://twitter.com/TSalaksa/status/1752549301753155588
Wed Jan 31 04:27:30 +0000 2024;1752549138255024541;"Politisi PDIP mengatakan Anies dan Ganjar mungkin bersekutu mengalahkan Prabowo – kandidat terkuat – apabila pemilihan presiden berlangsung dua putaran. @masinton  #pemilu2024 #pilpres2024 https://t.co/8lMrOMhBFA";0;0;0;0;in;3063826036;1752549138255024541;BenarNewsID;https://twitter.com/BenarNewsID/status/1752549138255024541
Wed Jan 31 04:26:15 +0000 2024;1752548825439535191;"Dukung pemilu berkualitas dan bermartabat  #Pemilu2024 #PemiluDamaiPedia #JagaPersatuan #TidakGolput https://t.co/yYLnGQDU4g";0;1;0;0;in;1292085658693988353;1752548674364903791;TSalaksa;https://twitter.com/TSalaksa/status/1752548825439535191
Wed Jan 31 04:26:01 +0000 2024;1752548767667216560;"Seluruh ASN Wajib menjaga Netralitas jelang pemilu 2024  #Pemilu2024 #PemiluDamaiPedia #JagaPersatuan #TidakGolput https://t.co/1R47CdPuwf";0;1;0;0;in;1292085658693988353;1752548674364903791;TSalaksa;https://twitter.com/TSalaksa/status/1752548767667216560
Wed Jan 31 04:25:39 +0000 2024;1752548674364903791;"Kawal dan Sukseskan Pemilu Damai 2024  #Pemilu2024 #PemiluDamaiPedia #JagaPersatuan #TidakGolput https://t.co/oyLDWOWUka";0;1;0;0;in;1292085658693988353;1752548674364903791;TSalaksa;https://twitter.com/TSalaksa/status/1752548674364903791
Wed Jan 31 04:24:31 +0000 2024;1752548388426641816;"Anggaran dari rencana Prabowo Gibran yakni makan siang gratis tak jelas sumber dana-dananya. Masih mau milih yang kayak begini?  #AsalBukan02 #PrabowoGibran #Pemilu2024 #Pilpres2024 https://t.co/WonvF1WP8Y";0;0;0;0;in;1722581577933500416;1752548388426641816;walkingside_;https://twitter.com/walkingside_/status/1752548388426641816
Wed Jan 31 04:24:18 +0000 2024;1752548335003799700;"Keren nih proyek #foodestate #pemilu2024 #pensiungolput";0;0;0;0;in;482641365;1752548335003799700;hasbi_azhar;https://twitter.com/hasbi_azhar/status/1752548335003799700
Wed Jan 31 04:23:49 +0000 2024;1752548215478763825;"Kapolresta magelang beserta staf dan bhayangkari mengucapkan Selamat Harlah yang ke 101 tahun untuk NAHDLATUL ULAMA (16 Rajab 1445 Hijriyyah - 31 Januari 2024 M).   #HadirBerbuatBermanfaat #polrestamagelanghadir #polri #pemilu2024 #pemiludamai #magelang https://t.co/8wGCHjFDap";0;0;0;0;in;1428920868445454343;1752548215478763825;Sikeumgl;https://twitter.com/Sikeumgl/status/1752548215478763825
Wed Jan 31 04:23:48 +0000 2024;1752548207316619425;"Rencana yang dilakukan oleh Prabowo Gibran untuk menaikkan pajak selain memberatkan rakyat juga tak sesuai dengan program mereka yakni makan siang gratis. Coba deh pikir2 lagi kalo mau milih 02!  #AsalBukan02 #PrabowoGibran #Pemilu2024 #Pilpres2024 https://t.co/9vyxJcThUe";0;0;0;0;in;1722581577933500416;1752548207316619425;walkingside_;https://twitter.com/walkingside_/status/1752548207316619425
Wed Jan 31 04:18:43 +0000 2024;1752546931631661301;"Berkaca pada Filipina, omon-omon Jokowi pada Prabowo hanyalah angan-angan. Nantinya the Nepo Baby aka Samsul itulah yang bakal menjadikan sad ending bagi Indonesia.   #PresidenJokowi #PrabowoGibran #Pemilu2024 #Pilpres2024 https://t.co/Gri4uOpXmj";0;0;0;0;in;1722581577933500416;1752546931631661301;walkingside_;https://twitter.com/walkingside_/status/1752546931631661301
Wed Jan 31 04:15:28 +0000 2024;1752546114010751286;"Filipina dan Indonesia ternyata memiliki kesamaan, atas nama kekuasaan kemudian menghalalkan berbagai cara agar tetap bertahta, salah satunya ya mengubah peraturan.    #PresidenJokowi #PrabowoGibran #Pemilu2024 #Pilpres2024 https://t.co/VBdBLuCgDL";0;0;0;0;in;1722581577933500416;1752546114010751286;walkingside_;https://twitter.com/walkingside_/status/1752546114010751286
Wed Jan 31 04:13:56 +0000 2024;1752545725748277607;"Pendukung 01 diinstruksikan untuk menggempur TikTok🔥  #AMIN #AniesMuhaimin #Pemilu2024 #AMINAjaDulu #AMINkanIndonesia #AMINfor2024 https://t.co/E2GAp4DNuV";0;0;0;0;in;1683511603789189120;1752545725748277607;CR7ISTIANO_7;https://twitter.com/CR7ISTIANO_7/status/1752545725748277607
Wed Jan 31 04:13:29 +0000 2024;1752545611105423537;"Kapolresta magelang beserta staf dan bhayangkari mengucapkan Selamat Harlah yang ke 101 tahun untuk NAHDLATUL ULAMA (16 Rajab 1445 Hijriyyah - 31 Januari 2024 M).   #HadirBerbuatBermanfaat #polrestamagelanghadir #polri #pemilu2024 #pemiludamai #magelang https://t.co/kKZUP68HBW";0;0;0;0;in;1268399761305923584;1752545611105423537;Suryono68809308;https://twitter.com/Suryono68809308/status/1752545611105423537
Wed Jan 31 04:10:12 +0000 2024;1752544787859992634;"Bersama: - Amir Arief, Direktur Sosialisasi dan Kampanye Antikorupsi KPK - Prof. Dr. Hariadi Kartodihardjo, Guru Besar Fakultas Kehutanan &amp  Lingkungan - IPB  Dengarkan secara langsung di Pro 3 88,8 FM  #antikorupsi #hajarseranganfajar #kpk #pemilu2024 #gerakancerdasmemilih";0;1;0;0;in;1129936609;1752544673888158204;RRIPrograma3;https://twitter.com/RRIPrograma3/status/1752544787859992634
Wed Jan 31 04:09:36 +0000 2024;1752544636860817898;"Selektif dalam memilih adalah bentuk tangkal Hoax Menjelang Pemilu 2024 #Pemilu2024 #Pilpres2024 #PemiluDamai #JanganGolput #StopHoaxPemilu https://t.co/Lf52Hr79Yq";0;1;0;1;in;1386227995245826049;1752544626018513091;ElKalMan;https://twitter.com/ElKalMan/status/1752544636860817898
Wed Jan 31 04:09:35 +0000 2024;1752544633253736450;"Pemilu 2024 harus terbebas yang namanya HOAX !! #Pemilu2024 #Pilpres2024 #PemiluDamai #JanganGolput #StopHoaxPemilu https://t.co/51oPnkpZIz";0;1;0;1;in;1386227995245826049;1752544626018513091;ElKalMan;https://twitter.com/ElKalMan/status/1752544633253736450
Wed Jan 31 04:09:35 +0000 2024;1752544629722067266;"Waspada terhadap berita palsu atau HOAX menjelang Pemilu 2024 #Pemilu2024 #Pilpres2024 #PemiluDamai #JanganGolput #StopHoaxPemilu https://t.co/6VIHHCRaa5";0;1;0;1;in;1386227995245826049;1752544626018513091;ElKalMan;https://twitter.com/ElKalMan/status/1752544629722067266
Wed Jan 31 04:09:34 +0000 2024;1752544626018513091;"Orang Cerdas pasti menggunakan Hak Pilihnya pada Pemilu 2024 #Pemilu2024 #Pilpres2024 #PemiluDamai #JanganGolput #StopHoaxPemilu https://t.co/dsEhDhZn8s";0;1;0;1;in;1386227995245826049;1752544626018513091;ElKalMan;https://twitter.com/ElKalMan/status/1752544626018513091
Wed Jan 31 04:06:05 +0000 2024;1752543751418126664;"Hati2 bias kebencian akut ke salah satu paslon ditambah dukungan algoritma sosmed yg memunculkan konten2 paslon yg dibenci akan masuk ke alam bawah sadar, pas hari H malah nyoblos nomor paslon yg dibenci 🤭. #Pemilu2024 #AMINAjaDulu #PrabowoGibran #GanjarMahfud2024";0;0;0;0;in;47651559;1752543751418126664;macharimurti;https://twitter.com/macharimurti/status/1752543751418126664
Wed Jan 31 04:05:18 +0000 2024;1752543552603848945;"Menyikapi fenomena pindah kubu   https://t.co/JEXG4cYVhw  #pemilu2024 #pemiluserentak2024 #ustadzismailyusanto https://t.co/fxUoCbZGVG";0;0;0;0;in;1724296155641872384;1752543552603848945;ummu_aq;https://twitter.com/ummu_aq/status/1752543552603848945
Wed Jan 31 03:59:42 +0000 2024;1752542142910906720;"Gunakan hak suara Anda untuk Indonesia! Pemungutan suara Pemilu 2024 di TPSLN Hanoi akan dilaksanakan dengan jadwal sbb.:  🗓Hari, tanggal : Senin, 5 Februari 2024 🏘Tempat : KBRI Hanoi, 50 Ngo Quyen, Hoan Kiem, Hanoi  #Pilpres2024 #Pemilu2024";0;1;0;0;in;3314172242;1752542139635118082;IndonesiaHanoi;https://twitter.com/IndonesiaHanoi/status/1752542142910906720
Wed Jan 31 03:59:05 +0000 2024;1752541988673749484;"Luar biasa sekelas mantan gubernur DKI 1 mau jdi capres, raja pun bergerak dan turun tangan. Ibarat main catur berarti pertahanan sudah  rapuh... Sekuat itukan capres mantan DKI 1  raja mau turun tangan  #Pemilu2024  #Pilpres2024  #Indonesia";0;0;0;0;in;1192128293853466624;1752541988673749484;rezaalhakim4;https://twitter.com/rezaalhakim4/status/1752541988673749484
Wed Jan 31 03:55:43 +0000 2024;1752541140308693015;"Mari Wujudkan Pemilu 2024 Yang Aman &amp  Damai #PemiluSerentak2024 #KPUMelayani #LogistikPemilu2024 #pemilu2024 #Capres #Cawapres #AniesBaswedan #MuhaiminIskandar #PrabowoSubianto #GibranRakabuming #GanjarPranowo #MahfudMD #Pilpres2024 #Pemilu2024 https://t.co/919O3IlBLy";0;0;0;0;in;1566752552934207489;1752541140308693015;SiputLpg;https://twitter.com/SiputLpg/status/1752541140308693015
Wed Jan 31 03:55:39 +0000 2024;1752541123694964811;"Mari Wujudkan Pemilu 2024 Yang Aman &amp  Damai #PemiluSerentak2024 #KPUMelayani #LogistikPemilu2024 #pemilu2024 #Capres #Cawapres #AniesBaswedan #MuhaiminIskandar #PrabowoSubianto #GibranRakabuming #GanjarPranowo #MahfudMD #Pilpres2024 #Pemilu2024 https://t.co/G7CtFGS8zK";0;0;0;0;in;1566752552934207489;1752541123694964811;SiputLpg;https://twitter.com/SiputLpg/status/1752541123694964811
Wed Jan 31 03:55:35 +0000 2024;1752541106158596563;"Mari Wujudkan Pemilu 2024 Yang Aman &amp  Damai #PemiluSerentak2024 #KPUMelayani #LogistikPemilu2024 #pemilu2024 #Capres #Cawapres #AniesBaswedan #MuhaiminIskandar #PrabowoSubianto #GibranRakabuming #GanjarPranowo #MahfudMD #Pilpres2024 #Pemilu2024 https://t.co/rZ4MNcJsYB";0;0;0;0;in;1566752552934207489;1752541106158596563;SiputLpg;https://twitter.com/SiputLpg/status/1752541106158596563
Wed Jan 31 03:55:31 +0000 2024;1752541089951875212;"Bawa Spanduk Pilih Ganjar Saat Kunjungan Jokowi, Pria di Gunungkidul Dipukul Hingga Jakunnya Geser  #Pemilu2024 #pendukungganjar #GanjarMahfud #Jokowi   https://t.co/mtt9a3HI9D via @tribunnews";0;0;1;0;in;894940664;1752541089951875212;murtopotop;https://twitter.com/murtopotop/status/1752541089951875212
Wed Jan 31 03:55:31 +0000 2024;1752541089784070496;"Mari Wujudkan Pemilu 2024 Yang Aman &amp  Damai #PemiluSerentak2024 #KPUMelayani #LogistikPemilu2024 #pemilu2024 #Capres #Cawapres #AniesBaswedan #MuhaiminIskandar #PrabowoSubianto #GibranRakabuming #GanjarPranowo #MahfudMD #Pilpres2024 #Pemilu2024 https://t.co/7Z53ag07ab";0;0;0;0;in;1566752552934207489;1752541089784070496;SiputLpg;https://twitter.com/SiputLpg/status/1752541089784070496
